Effective Date;Meter Category;Meter Subcategory;Region;Name;Resource ID;Tags;Included Quantities;Minimum Value;AUD;CAD;CHF;DKK;EUR;GBP;INR;JPY;KRW;NOK;NZD;RUB;SEK;TWD;USD
01/11/2016;Azure App Service;;;Custom Domain Resale (Domains);557495ef-6150-4699-91f4-cf0e62cf16dd;;0;0;12,98091355;12,39184485;9,20394365;64,1391861;8,59449195;6,22598735;612,3817563;1039,533;12229,8;82,69485015;15,21692865;636,96875;80,2193348;316,2167663;10,1915
01/11/2016;Azure App Service;;;Enterprise Integration Pack;f14abb17-cb70-4fc0-8a22-a985b9c4eb8d;;0;0;1082,103678;1032,998243;767,2511825;5346,715305;716,4465975;519,0053675;51048,83781;86656,65;1019490;6893,536508;1268,500433;53098,4375;6687,17474;26360,18831;849,575
01/11/2016;Azure App Service;;;Free App Service;c0f5cb45-6fb1-41c9-8545-72ad400d9da4;;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/2016;Azure App Service;;;IP SSL;94db869d-b0ed-486a-8995-ddff0eba7412;;0;0;42,223155;40,307085;29,937765;208,62621;27,955395;20,251335;1991,900625;3381,3;39780;268,982415;49,496265;2071,875;260,93028;1028,561625;33,15
01/11/2016;Azure App Service;;;Premium Extra Large App Service Hours;67cf08ec-f742-4d89-ba10-60ff525dd71f;;0;0;2,598348;2,480436;1,842324;12,838536;1,720332;1,246236;122,5785;208,08;2448;16,552764;3,045924;127,5;16,057248;63,2961;2,04
01/11/2016;Azure App Service;;;Premium Large App Service Hours;ef5d838f-bed0-4e72-8fb2-ec32d6a715f1;;0;0;1,299174;1,240218;0,921162;6,419268;0,860166;0,623118;61,28925;104,04;1224;8,276382;1,522962;63,75;8,028624;31,64805;1,02
01/11/2016;Azure App Service;;;Premium Medium App Service Hours;7a3b96e3-1c68-4506-86d8-224b89b3347f;;0;0;0,649587;0,620109;0,460581;3,209634;0,430083;0,311559;30,644625;52,02;612;4,138191;0,761481;31,875;4,014312;15,824025;0,51
01/11/2016;Azure App Service;;;Premium Small App Service Hours;db2ae25a-4469-4fa3-9c27-63ac21da6b30;;0;0;0,3247935;0,3100545;0,2302905;1,604817;0,2150415;0,1557795;15,3223125;26,01;306;2,0690955;0,3807405;15,9375;2,007156;7,9120125;0,255
01/11/2016;Azure App Service;;;Shared App Service Hours;0c3885bd-351d-4c28-830a-446d7bb4295c;;0;0;0,014074385;0,013435695;0,009979255;0,06954207;0,009318465;0,006750445;0,663966875;1,1271;13,26;0,089660805;0,016498755;0,690625;0,08697676;0,342853875;0,01105
01/11/2016;Azure App Service;;;SNI SSL;878bced4-6856-46c1-a3df-15641b31057a;;0;0;9,743805;9,301635;6,908715;48,14451;6,451245;4,673385;459,669375;780,3;9180;62,072865;11,422215;478,125;60,21468;237,360375;7,65
01/11/2016;Azure App Service;;;Standard Large App Service Hours;7fadaaec-3afd-4afb-89a7-cdb1e3cb702b;;0;0;0,433058;0,413406;0,307054;2,139756;0,286722;0,207706;20,42975;34,68;408;2,758794;0,507654;21,25;2,676208;10,54935;0,34
01/11/2016;Azure App Service;;;Standard Medium App Service Hours;64d48263-32ab-4359-b05b-8626b0974e17;;0;0;0,216529;0,206703;0,153527;1,069878;0,143361;0,103853;10,214875;17,34;204;1,379397;0,253827;10,625;1,338104;5,274675;0,17
01/11/2016;Azure App Service;;;Standard Small App Service Hours;505db374-df8a-44df-9d8c-13c14b61dee1;;0;0;0,1082645;0,1033515;0,0767635;0,534939;0,0716805;0,0519265;5,1074375;8,67;102;0,6896985;0,1269135;5,3125;0,669052;2,6373375;0,085
01/11/2016;Azure App Service;;;Standard SSL Certificate - 1 Year;1b841068-c475-4486-bb3e-c0151722d6aa;;0;0;75,77432355;72,33571485;53,72677365;374,4038061;50,16918195;36,34335735;3574,695506;6068,133;71389,8;482,7199802;88,82675865;3718,21875;468,2694948;1845,872516;59,4915
01/11/2016;Azure App Service;;;Standard SSL Certificate - 2 Year;4d56f98b-dceb-4c50-a197-0a8e36614656;;0;0;136,3916171;130,2022197;96,7066573;673,9161522;90,3030939;65,4170047;6434,349763;10922,466;128499,6;868,8821703;159,8856273;6692,6875;842,8717096;3322,517783;107,083
01/11/2016;Azure App Service;;;Standard SSL Certificate - 3 Year;85867f1c-2678-4ded-8fce-cb1a7cc3401d;;0;0;181,8518807;173,5995146;128,939651;898,5370383;120,4017359;87,22094205;8578,962769;14562,999;171329,4;1158,48657;213,176606;8923,40625;1123,806644;4429,935799;142,7745
01/11/2016;Azure App Service;;;Wildcard SSL Certificate - 1 Year;5ce1c654-7050-4663-b629-bcd12eb12287;;0;0;324,7826736;310,0441649;230,2828237;1604,763506;215,034332;155,7743074;15321,80176;26009,133;305989,8;2069,02653;380,7278087;15936,96875;2007,089095;7911,748766;254,9915
01/11/2016;Azure App Service;;;Wildcard SSL Certificate - 2 Year;ca78bb15-7891-4974-83d9-52f48dfca598;;0;0;584,6066471;558,0774297;414,5075473;2888,563612;387,0603639;280,3927147;27579,14101;46816,266;550779,6;3724,23396;685,3075173;28686,4375;3612,74699;14241,09503;458,983
01/11/2016;Azure App Service;;;Wildcard SSL Certificate - 3 Year;a11726b3-27b7-4012-9630-b8434d9ca8f8;;0;0;876,9099707;837,1161446;621,761321;4332,845418;580,5905459;420,5890721;41368,71152;70224,399;826169,4;5586,35094;1027,961276;43029,65625;5419,120484;21361,64255;688,4745
01/11/2016;Azure App Service;;AU East;Basic Large App Service Hours;cd62efa3-2376-475e-bd53-2b5a3b6a1f86;;0;0;0,40707452;0,38860164;0,28863076;2,01137064;0,26951868;0,19524364;19,203965;32,5992;383,52;2,59326636;0,47719476;19,975;2,51563552;9,916389;0,3196
01/11/2016;Azure App Service;;AU East;Basic Medium App Service Hours;f180ce13-b916-435a-b4c9-eb4388c43326;;0;0;0,20353726;0,19430082;0,14431538;1,00568532;0,13475934;0,09762182;9,6019825;16,2996;191,76;1,29663318;0,23859738;9,9875;1,25781776;4,9581945;0,1598
01/11/2016;Azure App Service;;AU East;Basic Small App Service Hours;1f0b8904-817c-48c6-9886-c9ce8bec6cf1;;0;0;0,10176863;0,09715041;0,07215769;0,50284266;0,06737967;0,04881091;4,80099125;8,1498;95,88;0,64831659;0,11929869;4,99375;0,62890888;2,47909725;0,0799
01/11/2016;Azure App Service;;AU East;Premium Extra Large App Service Hours;bad80588-600e-4e40-9dc1-af46266235e7;;0;0;3,27391848;3,12534936;2,32132824;16,17655536;2,16761832;1,57025736;154,44891;262,1808;3084,48;20,85648264;3,83786424;160,65;20,23213248;79,753086;2,5704
01/11/2016;Azure App Service;;AU East;Premium Large App Service Hours;8b3daac0-33bd-4989-98bf-dfb96839840b;;0;0;1,63695924;1,56267468;1,16066412;8,08827768;1,08380916;0,78512868;77,224455;131,0904;1542,24;10,42824132;1,91893212;80,325;10,11606624;39,876543;1,2852
01/11/2016;Azure App Service;;AU East;Premium Medium App Service Hours;2b0abe88-ac18-40b3-9d4d-6c44fbd020e9;;0;0;0,81847962;0,78133734;0,58033206;4,04413884;0,54190458;0,39256434;38,6122275;65,5452;771,12;5,21412066;0,95946606;40,1625;5,05803312;19,9382715;0,6426
01/11/2016;Azure App Service;;AU East;Premium Small App Service Hours;098d5dab-fbc6-44bf-ace3-3bb399658cee;;0;0;0,40923981;0,39066867;0,29016603;2,02206942;0,27095229;0,19628217;19,30611375;32,7726;385,56;2,60706033;0,47973303;20,08125;2,52901656;9,96913575;0,3213
01/11/2016;Azure App Service;;AU East;Shared App Service Hours;9de7adab-6b51-4fed-82e5-dd8846025da9;;0;0;0,01732232;0,01653624;0,01228216;0,08559024;0,01146888;0,00830824;0,81719;1,3872;16,32;0,11035176;0,02030616;0,85;0,10704832;0,421974;0,0136
01/11/2016;Azure App Service;;AU East;Standard Large App Service Hours;96de8d2f-46c1-4249-90a7-532f7824eb1d;;0;0;0,54565308;0,52089156;0,38688804;2,69609256;0,36126972;0,26170956;25,741485;43,6968;514,08;3,47608044;0,63964404;26,775;3,37202208;13,292181;0,4284
01/11/2016;Azure App Service;;AU East;Standard Medium App Service Hours;54e4a052-cd51-475c-b7df-d4772343fb3d;;0;0;0,27282654;0,26044578;0,19344402;1,34804628;0,18063486;0,13085478;12,8707425;21,8484;257,04;1,73804022;0,31982202;13,3875;1,68601104;6,6460905;0,2142
01/11/2016;Azure App Service;;AU East;Standard Small App Service Hours;1e25650b-c0ce-4143-ab65-bba733dce381;;0;0;0,13641327;0,13022289;0,09672201;0,67402314;0,09031743;0,06542739;6,43537125;10,9242;128,52;0,86902011;0,15991101;6,69375;0,84300552;3,32304525;0,1071
01/11/2016;Azure App Service;;AU Southeast;Basic Large App Service Hours;81e3c8e4-c529-4a9b-b060-dd4181dcb4ee;;0;0;0,40707452;0,38860164;0,28863076;2,01137064;0,26951868;0,19524364;19,203965;32,5992;383,52;2,59326636;0,47719476;19,975;2,51563552;9,916389;0,3196
01/11/2016;Azure App Service;;AU Southeast;Basic Medium App Service Hours;538e08d3-d404-4ae1-9ed7-f6349d11d4e8;;0;0;0,20353726;0,19430082;0,14431538;1,00568532;0,13475934;0,09762182;9,6019825;16,2996;191,76;1,29663318;0,23859738;9,9875;1,25781776;4,9581945;0,1598
01/11/2016;Azure App Service;;AU Southeast;Basic Small App Service Hours;219ecd20-6cc1-478d-81ba-a1a967d6a0db;;0;0;0,10176863;0,09715041;0,07215769;0,50284266;0,06737967;0,04881091;4,80099125;8,1498;95,88;0,64831659;0,11929869;4,99375;0,62890888;2,47909725;0,0799
01/11/2016;Azure App Service;;AU Southeast;Premium Extra Large App Service Hours;dd4f6bb8-03ff-4c57-95e7-e4859c888c80;;0;0;3,27391848;3,12534936;2,32132824;16,17655536;2,16761832;1,57025736;154,44891;262,1808;3084,48;20,85648264;3,83786424;160,65;20,23213248;79,753086;2,5704
01/11/2016;Azure App Service;;AU Southeast;Premium Large App Service Hours;5500ea5d-925f-4aca-a6f5-6055ef5ef662;;0;0;1,63695924;1,56267468;1,16066412;8,08827768;1,08380916;0,78512868;77,224455;131,0904;1542,24;10,42824132;1,91893212;80,325;10,11606624;39,876543;1,2852
01/11/2016;Azure App Service;;AU Southeast;Premium Medium App Service Hours;a43cd070-5629-4b2e-a742-67755ce6b962;;0;0;0,81847962;0,78133734;0,58033206;4,04413884;0,54190458;0,39256434;38,6122275;65,5452;771,12;5,21412066;0,95946606;40,1625;5,05803312;19,9382715;0,6426
01/11/2016;Azure App Service;;AU Southeast;Premium Small App Service Hours;5cab3a1d-f211-42ff-925b-108c935b39a5;;0;0;0,40923981;0,39066867;0,29016603;2,02206942;0,27095229;0,19628217;19,30611375;32,7726;385,56;2,60706033;0,47973303;20,08125;2,52901656;9,96913575;0,3213
01/11/2016;Azure App Service;;AU Southeast;Shared App Service Hours;0b33c255-383a-4fe3-b42f-f20672895345;;0;0;0,01948761;0,01860327;0,01381743;0,09628902;0,01290249;0,00934677;0,91933875;1,5606;18,36;0,12414573;0,02284443;0,95625;0,12042936;0,47472075;0,0153
01/11/2016;Azure App Service;;AU Southeast;Standard Large App Service Hours;8fbcd0b0-01a3-4601-87f0-7e653955a56f;;0;0;0,54565308;0,52089156;0,38688804;2,69609256;0,36126972;0,26170956;25,741485;43,6968;514,08;3,47608044;0,63964404;26,775;3,37202208;13,292181;0,4284
01/11/2016;Azure App Service;;AU Southeast;Standard Medium App Service Hours;67d6a019-8ef6-4aaf-95f6-bc722c3a264d;;0;0;0,27282654;0,26044578;0,19344402;1,34804628;0,18063486;0,13085478;12,8707425;21,8484;257,04;1,73804022;0,31982202;13,3875;1,68601104;6,6460905;0,2142
01/11/2016;Azure App Service;;AU Southeast;Standard Small App Service Hours;565086f2-5d3f-41ab-a1b5-07a713d56f69;;0;0;0,13641327;0,13022289;0,09672201;0,67402314;0,09031743;0,06542739;6,43537125;10,9242;128,52;0,86902011;0,15991101;6,69375;0,84300552;3,32304525;0,1071
01/11/2016;Azure App Service;;BR South;Basic Large App Service Hours;f1b450b4-7ad0-4b8a-9a10-96395fe8b67d;;0;0;0,39624807;0,37826649;0,28095441;1,95787674;0,26235063;0,19005099;18,69322125;31,7322;373,32;2,52429651;0,46450341;19,44375;2,44873032;9,65265525;0,3111
01/11/2016;Azure App Service;;BR South;Basic Medium App Service Hours;6691a6aa-73bf-4d66-91fb-356bf4b894ed;;0;0;0,198124035;0,189133245;0,140477205;0,97893837;0,131175315;0,095025495;9,346610625;15,8661;186,66;1,262148255;0,232251705;9,721875;1,22436516;4,826327625;0,15555
01/11/2016;Azure App Service;;BR South;Basic Small App Service Hours;01caecf8-c1e4-4885-8c13-3292721482fe;;0;0;0,099062018;0,094566623;0,070238603;0,489469185;0,065587658;0,047512748;4,673305313;7,93305;93,33;0,631074128;0,116125853;4,8609375;0,61218258;2,413163813;0,077775
01/11/2016;Azure App Service;;BR South;Premium Extra Large App Service Hours;b3841bec-a610-4e54-b8af-6d54feafa6dc;;0;0;3,16998456;3,02613192;2,24763528;15,66301392;2,09880504;1,52040792;149,54577;253,8576;2986,56;20,19437208;3,71602728;155,55;19,58984256;77,221242;2,4888
01/11/2016;Azure App Service;;BR South;Premium Large App Service Hours;e2f3c6d9-8189-492f-b4e9-570d1b6b2ef8;;0;0;1,58499228;1,51306596;1,12381764;7,83150696;1,04940252;0,76020396;74,772885;126,9288;1493,28;10,09718604;1,85801364;77,775;9,79492128;38,610621;1,2444
01/11/2016;Azure App Service;;BR South;Premium Medium App Service Hours;ac2b8d90-044d-4ae9-adaa-127945a3614e;;0;0;0,79249614;0,75653298;0,56190882;3,91575348;0,52470126;0,38010198;37,3864425;63,4644;746,64;5,04859302;0,92900682;38,8875;4,89746064;19,3053105;0,6222
01/11/2016;Azure App Service;;BR South;Premium Small App Service Hours;d49c9908-5da0-4a31-baa3-9b7872fc3d09;;0;0;0,39624807;0,37826649;0,28095441;1,95787674;0,26235063;0,19005099;18,69322125;31,7322;373,32;2,52429651;0,46450341;19,44375;2,44873032;9,65265525;0,3111
01/11/2016;Azure App Service;;BR South;Shared App Service Hours;1bf80982-509f-4353-811a-b50357600ec1;;0;0;0,017105791;0,016329537;0,012128633;0,084520362;0,011325519;0,008204387;0,806975125;1,36986;16,116;0,108972363;0,020052333;0,839375;0,105710216;0,416699325;0,01343
01/11/2016;Azure App Service;;BR South;Standard Large App Service Hours;4d6396e8-f52e-4505-986f-dde9e1bbb62a;;0;0;0,52833076;0,50435532;0,37460588;2,61050232;0,34980084;0,25340132;24,924295;42,3096;497,76;3,36572868;0,61933788;25,925;3,26497376;12,870207;0,4148
01/11/2016;Azure App Service;;BR South;Standard Medium App Service Hours;f93e0c84-948e-4eb7-8b2f-54593ab43964;;0;0;0,26416538;0,25217766;0,18730294;1,30525116;0,17490042;0,12670066;12,4621475;21,1548;248,88;1,68286434;0,30966894;12,9625;1,63248688;6,4351035;0,2074
01/11/2016;Azure App Service;;BR South;Standard Small App Service Hours;011d5795-7609-4c28-8084-cd26374a1d0e;;0;0;0,13208269;0,12608883;0,09365147;0,65262558;0,08745021;0,06335033;6,23107375;10,5774;124,44;0,84143217;0,15483447;6,48125;0,81624344;3,21755175;0,1037
01/11/2016;Azure App Service;;CA Central;Basic Large App Service Hours;392dcf2a-b424-4ccb-a0a6-5da6843e4152;;0;0;0,3897522;0,3720654;0,2763486;1,9257804;0,2580498;0,1869354;18,386775;31,212;367,2;2,4829146;0,4568886;19,125;2,4085872;9,494415;0,306
01/11/2016;Azure App Service;;CA Central;Basic Medium App Service Hours;42d79216-1330-48fe-b1c8-b07445df2e45;;0;0;0,1948761;0,1860327;0,1381743;0,9628902;0,1290249;0,0934677;9,1933875;15,606;183,6;1,2414573;0,2284443;9,5625;1,2042936;4,7472075;0,153
01/11/2016;Azure App Service;;CA Central;Basic Small App Service Hours;d1f893a4-6aa7-431b-984a-04414c453819;;0;0;0,09743805;0,09301635;0,06908715;0,4814451;0,06451245;0,04673385;4,59669375;7,803;91,8;0,62072865;0,11422215;4,78125;0,6021468;2,37360375;0,0765
01/11/2016;Azure App Service;;CA Central;Premium Extra Large App Service Hours;8028c95b-adcc-43b7-8d4e-be65ef8ddce0;;0;0;3,1180176;2,9765232;2,2107888;15,4062432;2,0643984;1,4954832;147,0942;249,696;2937,6;19,8633168;3,6551088;153;19,2686976;75,95532;2,448
01/11/2016;Azure App Service;;CA Central;Premium Large App Service Hours;8494083f-ed4b-4903-b253-ef80454860b4;;0;0;1,5590088;1,4882616;1,1053944;7,7031216;1,0321992;0,7477416;73,5471;124,848;1468,8;9,9316584;1,8275544;76,5;9,6343488;37,97766;1,224
01/11/2016;Azure App Service;;CA Central;Premium Medium App Service Hours;4a7c53f0-7521-4f5b-9fe8-7d37ca58835c;;0;0;0,7795044;0,7441308;0,5526972;3,8515608;0,5160996;0,3738708;36,77355;62,424;734,4;4,9658292;0,9137772;38,25;4,8171744;18,98883;0,612
01/11/2016;Azure App Service;;CA Central;Premium Small App Service Hours;00b540ce-1a81-4462-9a6a-f76f8aaba69b;;0;0;0,3897522;0,3720654;0,2763486;1,9257804;0,2580498;0,1869354;18,386775;31,212;367,2;2,4829146;0,4568886;19,125;2,4085872;9,494415;0,306
01/11/2016;Azure App Service;;CA Central;Shared App Service Hours;635ebce7-ba7e-489d-97f3-3b555b75e0d6;;0;0;0,017647114;0,016846295;0,012512451;0,087195057;0,011683922;0,00846402;0,832512313;1,41321;16,626;0,112420856;0,020686901;0,8659375;0,109055476;0,429886013;0,013855
01/11/2016;Azure App Service;;CA Central;Standard Large App Service Hours;06a1fe56-789f-4270-9889-355d487ef8cc;;0;0;0,5196696;0,4960872;0,3684648;2,5677072;0,3440664;0,2492472;24,5157;41,616;489,6;3,3105528;0,6091848;25,5;3,2114496;12,65922;0,408
01/11/2016;Azure App Service;;CA Central;Standard Medium App Service Hours;9e34aff8-7cd8-4462-8672-8a8611458f3d;;0;0;0,2598348;0,2480436;0,1842324;1,2838536;0,1720332;0,1246236;12,25785;20,808;244,8;1,6552764;0,3045924;12,75;1,6057248;6,32961;0,204
01/11/2016;Azure App Service;;CA Central;Standard Small App Service Hours;5bbb9ba2-e2fc-43e5-aa23-d225cddb338d;;0;0;0,1299174;0,1240218;0,0921162;0,6419268;0,0860166;0,0623118;6,128925;10,404;122,4;0,8276382;0,1522962;6,375;0,8028624;3,164805;0,102
01/11/2016;Azure App Service;;CA East;Basic Large App Service Hours;75325450-e25c-4b9b-a132-8fa43ea4cf1a;;0;0;0,35727285;0,34105995;0,25331955;1,7652987;0,23654565;0,17135745;16,85454375;28,611;336,6;2,27600505;0,41881455;17,53125;2,2078716;8,70321375;0,2805
01/11/2016;Azure App Service;;CA East;Basic Medium App Service Hours;048c136a-6670-4285-87c0-3f1b33a6be13;;0;0;0,178636425;0,170529975;0,126659775;0,88264935;0,118272825;0,085678725;8,427271875;14,3055;168,3;1,138002525;0,209407275;8,765625;1,1039358;4,351606875;0,14025
01/11/2016;Azure App Service;;CA East;Basic Small App Service Hours;32c5021d-a34c-4bcb-b993-9b822e17ced9;;0;0;0,089859535;0,085781745;0,063713705;0,44399937;0,059494815;0,043098995;4,239173125;7,1961;84,66;0,572449755;0,105338205;4,409375;0,55531316;2,188990125;0,07055
01/11/2016;Azure App Service;;CA East;Premium Extra Large App Service Hours;77d66fde-7530-445f-9416-76a368acf22e;;0;0;2,8581828;2,7284796;2,0265564;14,1223896;1,8923652;1,3708596;134,83635;228,888;2692,8;18,2080404;3,3505164;140,25;17,6629728;69,62571;2,244
01/11/2016;Azure App Service;;CA East;Premium Large App Service Hours;65f8af30-924d-4dab-8aad-94168563caec;;0;0;1,4290914;1,3642398;1,0132782;7,0611948;0,9461826;0,6854298;67,418175;114,444;1346,4;9,1040202;1,6752582;70,125;8,8314864;34,812855;1,122
